"","x"
"7140",21
"7141",21
"7142",20.5
"7143",20.5
"7144",20.5
"7145",20.5
"7146",20.5
"7147",20.5
"7148",20.5
"7149",20
"7150",20
"7151",20
"7152",20
"7153",20
"7154",19.5
"7155",19.5
"7156",19.5
"7157",19.5
"7158",19.5
"7159",19.5
"7160",19.5
"7161",19
"7162",19
"7163",19
"7164",19
"7165",19
"7166",19
"7167",18.5
"7168",19
"7169",18.5
"7170",18.5
"7171",18.5
"7172",18.5
"7173",18.5
"7174",18.5
"7175",18.5
"7176",18.5
"7177",18
"7178",18
"7179",18
"7180",18
"7181",18
"7182",18
"7183",18
"7184",18
"7185",18
"7186",18
"7187",18.5
"7188",18
"7189",18.5
"7190",18
"7191",18.5
"7192",18.5
"7193",18.5
"7194",19
"7195",19
"7196",19
"7197",19
"7198",19.5
"7199",19.5
"7200",19.5
"7201",20
"7202",20
"7203",20.5
"7204",20.5
"7205",21
"7206",21
"7207",21
"7208",21
"7209",21
"7210",21.5
"7211",21
"7212",21
"7213",21
"7214",21
"7215",21
"7216",21
"7217",21
"7218",21
"7219",20.5
"7220",20.5
"7221",20.5
"7222",20.5
"7223",20.5
"7224",20
"7225",20
"7226",20
"7227",20
"7228",20
"7229",20
"7230",20
"7231",19.5
"7232",19.5
"7233",19.5
"7234",19.5
"7235",19.5
"7236",19.5
"7237",19.5
"7238",19.5
"7239",19
"7240",19
"7241",19
"7242",19
"7243",19
"7244",19
"7245",18.5
"7246",18.5
"7247",18.5
"7248",18.5
"7249",18.5
"7250",18.5
"7251",18.5
"7252",18.5
"7253",18.5
"7254",18
"7255",18
"7256",18
"7257",18.5
"7258",18
"7259",18
"7260",18
"7261",18
"7262",18
"7263",18
"7264",17.5
"7265",17.5
"7266",17.5
"7267",17.5
"7268",17.5
"7269",17.5
"7270",17.5
"7271",17.5
"7272",17.5
"7273",17.5
"7274",17.5
"7275",17.5
"7276",17.5
"7277",17.5
"7278",17.5
"7279",18
"7280",17.5
"7281",18
"7282",18
"7283",18
"7284",18
"7285",18
"7286",18
"7287",18.5
"7288",18
"7289",18.5
"7290",18.5
"7291",18.5
"7292",18.5
"7293",18.5
"7294",18.5
"7295",18.5
"7296",18.5
"7297",18.5
"7298",18.5
"7299",19
"7300",19
"7301",19
"7302",19.5
"7303",19.5
"7304",19.5
"7305",20
"7306",20
"7307",20
"7308",20
"7309",20
"7310",20
"7311",20
"7312",20
"7313",20
"7314",20
"7315",19.5
"7316",19.5
"7317",19.5
"7318",19.5
"7319",19.5
"7320",19
"7321",19.5
"7322",19
"7323",19
"7324",19
"7325",19
"7326",19
"7327",18.5
"7328",18.5
"7329",18.5
"7330",18.5
"7331",18.5
"7332",18.5
"7333",18.5
"7334",18.5
"7335",18.5
"7336",18
"7337",18
"7338",18
"7339",18.5
"7340",18
"7341",18
"7342",18
"7343",18
"7344",18
"7345",18
"7346",18
"7347",17.5
"7348",17.5
"7349",17.5
"7350",17.5
"7351",17.5
"7352",17.5
"7353",17.5
"7354",17.5
"7355",17.5
"7356",17.5
"7357",17.5
"7358",17.5
"7359",17.5
"7360",17.5
"7361",17.5
"7362",17.5
"7363",17.5
"7364",17.5
"7365",17.5
"7366",17.5
"7367",17.5
"7368",18
"7369",20
"7370",21.5
"7371",23
"7372",22.5
"7373",21.5
"7374",21
"7375",21
"7376",20.5
"7377",20.5
"7378",20.5
"7379",20.5
"7380",20
"7381",20.5
"7382",20
"7383",20
"7384",20
"7385",20
"7386",20.5
"7387",20
"7388",20
"7389",20
"7390",20.5
"7391",20.5
"7392",21
"7393",21.5
"7394",21.5
"7395",22
"7396",22
"7397",22
"7398",22
"7399",22
"7400",22
"7401",22
"7402",22
"7403",22
"7404",22
"7405",22
"7406",22
"7407",22
"7408",22
"7409",22
"7410",22
"7411",22
"7412",22
"7413",22
"7414",22
"7415",21.5
"7416",22
"7417",21.5
"7418",21.5
"7419",21.5
"7420",21.5
"7421",21.5
"7422",21
"7423",21
"7424",21
"7425",21
"7426",21
"7427",21
"7428",21
"7429",21
"7430",21
"7431",21
"7432",21
"7433",21
"7434",20.5
"7435",20.5
"7436",20.5
"7437",20.5
"7438",20.5
"7439",20.5
"7440",20.5
"7441",20.5
"7442",20.5
"7443",20.5
"7444",20.5
"7445",20.5
"7446",20.5
"7447",20
"7448",20
"7449",20
"7450",20
"7451",20
"7452",20
"7453",20
"7454",20
"7455",20
"7456",20
"7457",20
"7458",20
"7459",20
"7460",19.5
"7461",19.5
"7462",19.5
"7463",20
"7464",20.5
"7465",22.5
"7466",22
"7467",21.5
"7468",21
"7469",21.5
"7470",21
"7471",21
"7472",21
"7473",21
"7474",21.5
"7475",21.5
"7476",22
"7477",22
"7478",22
"7479",22
"7480",21.5
"7481",21.5
"7482",21.5
"7483",21.5
"7484",22
"7485",22
"7486",21.5
"7487",22
"7488",22
"7489",22
"7490",22.5
"7491",23
"7492",22.5
"7493",23
"7494",23
"7495",23
"7496",23
"7497",22.5
"7498",23
"7499",23
"7500",23
"7501",22.5
"7502",22.5
"7503",22.5
"7504",22.5
"7505",22.5
"7506",22
"7507",22
"7508",22
"7509",22
"7510",22
"7511",22
"7512",22
"7513",21.5
"7514",21.5
"7515",21.5
"7516",21.5
"7517",21.5
"7518",21.5
"7519",21.5
"7520",21
"7521",21
"7522",21
"7523",21
"7524",21
"7525",21
"7526",21
"7527",21
"7528",21
"7529",21
"7530",20.5
"7531",21
"7532",20.5
"7533",20.5
"7534",20.5
"7535",20.5
"7536",20.5
"7537",20.5
"7538",20.5
"7539",20.5
"7540",20.5
"7541",20.5
"7542",20.5
"7543",20.5
"7544",20
"7545",20
"7546",20
"7547",20
"7548",20
"7549",20
"7550",20
"7551",20
"7552",20
"7553",20
"7554",20
"7555",20
"7556",20
"7557",20
"7558",19.5
"7559",20
"7560",20.5
"7561",22
"7562",22
"7563",21.5
"7564",21.5
"7565",21.5
"7566",21
"7567",21
"7568",21
"7569",21
"7570",21.5
"7571",21.5
"7572",22
"7573",21.5
"7574",22
"7575",22
"7576",22
"7577",22
"7578",21.5
"7579",21.5
"7580",21.5
"7581",21.5
"7582",21.5
"7583",21.5
"7584",22
"7585",22
"7586",22
"7587",22
"7588",22
"7589",22.5
"7590",23
"7591",23.5
"7592",23.5
"7593",23
"7594",22.5
"7595",22.5
"7596",22.5
"7597",22.5
"7598",22.5
"7599",22
"7600",22
"7601",22
"7602",22
"7603",22
"7604",22
"7605",21.5
"7606",21.5
"7607",21.5
"7608",21.5
"7609",21.5
"7610",21.5
"7611",21.5
"7612",21.5
"7613",21
"7614",21
"7615",21
"7616",21
"7617",21
"7618",21
"7619",21
"7620",21
"7621",20.5
"7622",21
"7623",20.5
"7624",20.5
"7625",20.5
"7626",20.5
"7627",20.5
"7628",20.5
"7629",20.5
"7630",20
"7631",20
"7632",20
"7633",20
"7634",20
"7635",20
"7636",20
"7637",19.5
"7638",19.5
"7639",19.5
"7640",19.5
"7641",19.5
"7642",19
"7643",19.5
"7644",19
"7645",19
"7646",19
"7647",19
"7648",19
"7649",19
"7650",19
"7651",18.5
"7652",19
"7653",18.5
"7654",18.5
"7655",18.5
"7656",19
"7657",21
"7658",22
"7659",23
"7660",22.5
"7661",22.5
"7662",22
"7663",21.5
"7664",21
"7665",21
"7666",21
"7667",21.5
"7668",21.5
"7669",21
"7670",21.5
"7671",21
"7672",21
"7673",21.5
"7674",21
"7675",21
"7676",21
"7677",21.5
"7678",21.5
"7679",21.5
"7680",21.5
"7681",21.5
"7682",21.5
"7683",21.5
"7684",21.5
"7685",21.5
"7686",22
"7687",22
"7688",22
"7689",22
"7690",22
"7691",22
"7692",21.5
"7693",22
"7694",21.5
"7695",22
"7696",21.5
"7697",21.5
"7698",22
"7699",22
"7700",22
"7701",21.5
"7702",21.5
"7703",21.5
"7704",21.5
"7705",21.5
"7706",21.5
"7707",21.5
"7708",21
"7709",21
"7710",21
"7711",21
"7712",21
"7713",21
"7714",21
"7715",21
"7716",21
"7717",21
"7718",20.5
"7719",20.5
"7720",20.5
"7721",20.5
"7722",20.5
"7723",20.5
"7724",20.5
"7725",20
"7726",20
"7727",20
"7728",20
"7729",20
"7730",20
"7731",20
"7732",20
"7733",20
"7734",20
"7735",20
"7736",19.5
"7737",19.5
"7738",19.5
"7739",19.5
"7740",19.5
"7741",19.5
"7742",19.5
"7743",19.5
"7744",19.5
"7745",19.5
"7746",19
"7747",19.5
"7748",19.5
"7749",19.5
"7750",19.5
"7751",19.5
"7752",20
"7753",20.5
"7754",21
"7755",21.5
"7756",21.5
"7757",22
"7758",21.5
"7759",21.5
"7760",21.5
"7761",21.5
"7762",21.5
"7763",21.5
"7764",21.5
"7765",21.5
"7766",22
"7767",22
"7768",21.5
"7769",22
"7770",22
"7771",22
"7772",22
"7773",22
"7774",22
"7775",22
"7776",22
"7777",22
"7778",22
"7779",22
"7780",22
"7781",22
"7782",22
"7783",22
"7784",22
"7785",22
"7786",22
"7787",22
"7788",22
"7789",22
"7790",22
"7791",22
"7792",21.5
"7793",22
"7794",22
"7795",22
"7796",22
"7797",21.5
"7798",21.5
"7799",21.5
"7800",21.5
"7801",21.5
"7802",21.5
"7803",21.5
"7804",21
"7805",21.5
"7806",21
"7807",21.5
"7808",21
"7809",21
"7810",21
"7811",21
"7812",21
"7813",21
"7814",21
"7815",21
"7816",21
"7817",21
"7818",21
"7819",20.5
"7820",21
"7821",20.5
"7822",20.5
"7823",20.5
"7824",20.5
"7825",20.5
"7826",20.5
"7827",20.5
"7828",20.5
"7829",20.5
"7830",20.5
"7831",20.5
"7832",20
"7833",20
"7834",20
"7835",20
"7836",20
"7837",20
"7838",20
"7839",20
"7840",19.5
"7841",20
"7842",19.5
"7843",19.5
"7844",19.5
"7845",19.5
"7846",19.5
"7847",19.5
"7848",19.5
"7849",19.5
"7850",19.5
"7851",19.5
"7852",19.5
"7853",19.5
"7854",19.5
"7855",19.5
"7856",19.5
"7857",19.5
"7858",19.5
"7859",19.5
"7860",19.5
"7861",19.5
"7862",19.5
"7863",20
"7864",20
"7865",20
"7866",20
"7867",20
"7868",20.5
"7869",20.5
"7870",21
"7871",21
"7872",21
"7873",21
"7874",21.5
"7875",21.5
"7876",21.5
"7877",21.5
"7878",21.5
"7879",21.5
"7880",21.5
"7881",21.5
"7882",21.5
"7883",21.5
"7884",21.5
"7885",21
"7886",21
"7887",21
"7888",21
"7889",21
"7890",21
"7891",20.5
"7892",20.5
"7893",20.5
"7894",20.5
"7895",20.5
"7896",20.5
"7897",20
"7898",20
"7899",20
"7900",20
"7901",20
"7902",19.5
"7903",19.5
"7904",19.5
"7905",19.5
"7906",19.5
"7907",19.5
"7908",19.5
"7909",19.5
"7910",19
"7911",19.5
"7912",19
"7913",19
"7914",19
"7915",19
"7916",19
"7917",19
"7918",19
"7919",19
"7920",19
"7921",18.5
"7922",19
"7923",18.5
"7924",18.5
"7925",18.5
"7926",18.5
"7927",18.5
"7928",18.5
"7929",18.5
"7930",18.5
"7931",18.5
"7932",18
"7933",18
"7934",18
"7935",18
"7936",18
"7937",18
"7938",18
"7939",18
"7940",18
"7941",18
"7942",17.5
"7943",17.5
"7944",17.5
"7945",17.5
"7946",17.5
"7947",18
"7948",18
"7949",18
"7950",18
"7951",18
"7952",18
"7953",18
"7954",18
"7955",18
"7956",18
"7957",18
"7958",18
"7959",18
"7960",18.5
"7961",18.5
"7962",19
"7963",19
"7964",19.5
"7965",19.5
"7966",19.5
"7967",20
"7968",20
"7969",20
"7970",20
"7971",20.5
"7972",20.5
"7973",20.5
"7974",20.5
"7975",20.5
"7976",20.5
"7977",20.5
"7978",20.5
"7979",20.5
"7980",20.5
"7981",20.5
"7982",20
"7983",20
"7984",20.5
"7985",20
"7986",20
"7987",20
"7988",20
"7989",20
"7990",20
"7991",19.5
"7992",19.5
"7993",19.5
"7994",19.5
"7995",19.5
"7996",19.5
"7997",19.5
"7998",19.5
"7999",19
"8000",19
"8001",19
"8002",19
"8003",19
"8004",19
"8005",19
"8006",19
"8007",19
"8008",19
"8009",19
"8010",18.5
"8011",19
"8012",19
"8013",18.5
"8014",18.5
"8015",18.5
"8016",18.5
"8017",18.5
"8018",18.5
"8019",18.5
"8020",18.5
"8021",18.5
"8022",18.5
"8023",18.5
"8024",18.5
"8025",18.5
"8026",18.5
"8027",18.5
"8028",18
"8029",18.5
"8030",18
"8031",18
"8032",18
"8033",18.5
"8034",18
"8035",18
"8036",18
"8037",18
"8038",18
"8039",18
"8040",18.5
"8041",20.5
"8042",22
"8043",22.5
"8044",21.5
"8045",21.5
"8046",21
"8047",21
"8048",21
"8049",21
"8050",21
"8051",21.5
"8052",21.5
"8053",21.5
"8054",21.5
"8055",22
"8056",22
"8057",22
"8058",22.5
"8059",22.5
"8060",22.5
"8061",22.5
"8062",23
"8063",23
"8064",23
"8065",23
"8066",23
"8067",23
"8068",23
"8069",23
"8070",23
"8071",23.5
"8072",23.5
"8073",23.5
"8074",23.5
"8075",23.5
"8076",23.5
"8077",23.5
"8078",23.5
"8079",23.5
"8080",23.5
"8081",23
"8082",23
"8083",23
"8084",23
"8085",23
"8086",23
"8087",23
"8088",22.5
"8089",22.5
"8090",22.5
"8091",22.5
"8092",22.5
"8093",22
"8094",22
"8095",22
"8096",22
"8097",22
"8098",22
"8099",22
"8100",21.5
"8101",21.5
"8102",21.5
"8103",21.5
"8104",21.5
"8105",21.5
"8106",21.5
"8107",21.5
"8108",21.5
"8109",21
"8110",21
"8111",21
"8112",21
"8113",21
"8114",21
"8115",21
"8116",21
"8117",21
"8118",21
"8119",21
"8120",21
"8121",21
"8122",20.5
"8123",20.5
"8124",20.5
"8125",20.5
"8126",20.5
"8127",20.5
"8128",20.5
"8129",20.5
"8130",20
"8131",20
"8132",20
"8133",20
"8134",20
"8135",20
"8136",20.5
"8137",22
"8138",22
"8139",21.5
"8140",21.5
"8141",21.5
"8142",21
"8143",22
"8144",22.5
"8145",22.5
"8146",22.5
"8147",22
"8148",22
"8149",22
"8150",22
"8151",22
"8152",22
"8153",22
"8154",22
"8155",22
"8156",22
"8157",22.5
"8158",22
"8159",22.5
"8160",22.5
"8161",23
"8162",23
"8163",23
"8164",23
"8165",23
"8166",23
"8167",23
"8168",23
"8169",23
"8170",23
"8171",23
"8172",23.5
"8173",23.5
"8174",23
"8175",23
"8176",23
"8177",23
"8178",23
"8179",22.5
"8180",22.5
"8181",22
"8182",22
"8183",22
"8184",22
"8185",22
"8186",22
"8187",21.5
"8188",21.5
"8189",21.5
"8190",21.5
"8191",21.5
"8192",21.5
"8193",21.5
"8194",21
"8195",21
"8196",21
"8197",21
"8198",21
"8199",21
"8200",21
"8201",20.5
"8202",20.5
"8203",21
"8204",20.5
"8205",20.5
"8206",20.5
"8207",20.5
"8208",20.5
"8209",20.5
"8210",20
"8211",20
"8212",20
"8213",20
"8214",20
"8215",20
"8216",20
"8217",20
"8218",20
"8219",19.5
"8220",19.5
"8221",19.5
"8222",19.5
"8223",19.5
"8224",19.5
"8225",19
"8226",19.5
"8227",19
"8228",19
"8229",19
"8230",19
"8231",19
"8232",19.5
"8233",21
"8234",22.5
"8235",23
"8236",22
"8237",21.5
"8238",21.5
"8239",21.5
"8240",21
"8241",21
"8242",21.5
"8243",21.5
"8244",21.5
"8245",21.5
"8246",21.5
"8247",21.5
"8248",21.5
"8249",22
"8250",22
"8251",22
"8252",22
"8253",22
"8254",22
"8255",22.5
"8256",22.5
"8257",22.5
"8258",23
"8259",23
"8260",23.5
"8261",23.5
"8262",22
"8263",23
"8264",23
"8265",22.5
"8266",23
"8267",23.5
"8268",23.5
"8269",23.5
"8270",23.5
"8271",23.5
"8272",23.5
"8273",23.5
"8274",23.5
"8275",23
"8276",23
"8277",23
"8278",23
"8279",23
"8280",22.5
"8281",22.5
"8282",22.5
"8283",22.5
"8284",22.5
"8285",22.5
"8286",22.5
"8287",22.5
"8288",22.5
"8289",22
"8290",22
"8291",22
"8292",22
"8293",22
"8294",21.5
"8295",21.5
"8296",21.5
"8297",21.5
"8298",21.5
"8299",21.5
"8300",21.5
"8301",21.5
"8302",21.5
"8303",21
"8304",21
"8305",21
"8306",21
"8307",21
"8308",21
"8309",21
"8310",21
"8311",21
"8312",21
"8313",20.5
"8314",21
"8315",21
"8316",20.5
"8317",20.5
"8318",20.5
"8319",20.5
"8320",20.5
"8321",20.5
"8322",20.5
"8323",20.5
"8324",20.5
"8325",20
"8326",20
"8327",20.5
"8328",21
"8329",22
"8330",21.5
"8331",21
"8332",21
"8333",21
"8334",21.5
"8335",21.5
"8336",21.5
"8337",21.5
"8338",21.5
"8339",21.5
"8340",21.5
"8341",21.5
"8342",21.5
"8343",21.5
"8344",21.5
"8345",22
"8346",21.5
"8347",22
"8348",22
"8349",22
"8350",22.5
"8351",23
"8352",23
"8353",23.5
"8354",23.5
"8355",23.5
"8356",23.5
"8357",23.5
"8358",23.5
"8359",24
"8360",24
"8361",24
"8362",24
"8363",24
"8364",24
"8365",24
"8366",24
"8367",24
"8368",24
"8369",23.5
"8370",23.5
"8371",23.5
"8372",23.5
"8373",23.5
"8374",23
"8375",23.5
"8376",23
"8377",23
"8378",23
"8379",23
"8380",23
"8381",23
"8382",22.5
"8383",22.5
"8384",22.5
"8385",22.5
"8386",22.5
"8387",22.5
"8388",22.5
"8389",22.5
"8390",22.5
"8391",22.5
"8392",22
"8393",22
"8394",22
"8395",22
"8396",22
"8397",22
"8398",22
"8399",22
"8400",22
"8401",21.5
"8402",21.5
"8403",21.5
"8404",21.5
"8405",21.5
"8406",21.5
"8407",21.5
"8408",21.5
"8409",21.5
"8410",21.5
"8411",21.5
"8412",21.5
"8413",21
"8414",21
"8415",21
"8416",21
"8417",21
"8418",21
"8419",21
"8420",21
"8421",21
"8422",20.5
"8423",21
"8424",21
"8425",21
"8426",21.5
"8427",21.5
"8428",21.5
"8429",21
"8430",21
"8431",21.5
"8432",21.5
"8433",21.5
"8434",21.5
"8435",22
"8436",22
"8437",22.5
"8438",22.5
"8439",23
"8440",23.5
"8441",23.5
"8442",22
"8443",23
"8444",22
"8445",23
"8446",22
"8447",22.5
"8448",21.5
"8449",22.5
"8450",22
"8451",22.5
"8452",23
"8453",21
"8454",22.5
"8455",23
"8456",23
"8457",23
"8458",23.5
"8459",23.5
"8460",23.5
"8461",23.5
"8462",23.5
"8463",23.5
"8464",23.5
"8465",23.5
"8466",23.5
"8467",23.5
"8468",23.5
"8469",23.5
"8470",23
"8471",23
"8472",23
"8473",23
"8474",23
"8475",23
"8476",23
"8477",23
"8478",23
"8479",23
"8480",23
"8481",22.5
"8482",23
"8483",22.5
"8484",22.5
"8485",22.5
"8486",22.5
"8487",22.5
"8488",22.5
"8489",22.5
"8490",22.5
"8491",22.5
"8492",22.5
"8493",22.5
"8494",22.5
"8495",22
"8496",22.5
"8497",22
"8498",22
"8499",22
"8500",22
"8501",22
"8502",22
"8503",22
"8504",22
"8505",22
"8506",22
"8507",22
"8508",22
"8509",22
"8510",22
"8511",22
"8512",22
"8513",22
"8514",22
"8515",21.5
"8516",22
"8517",22
"8518",22
"8519",21.5
"8520",21.5
"8521",22
"8522",22.1
"8523",22.1
"8524",22.2
"8525",22.3
"8526",22.4
"8527",22.5
"8528",22.5
"8529",22.6
"8530",22.7
"8531",22.8
"8532",22.8
"8533",22.9
"8534",23
"8535",23.1
"8536",23.1
"8537",23.2
"8538",23.3
"8539",23.4
"8540",23.4
"8541",23.5
"8542",24
"8543",24
"8544",24
"8545",24
"8546",24.5
"8547",24.5
"8548",24.5
"8549",24.5
"8550",24.5
"8551",24.5
"8552",24.5
"8553",24.5
"8554",24.5
"8555",24.5
"8556",24.5
"8557",24.5
"8558",24.5
"8559",24.5
"8560",24.5
"8561",24.5
"8562",24
"8563",24
"8564",24
"8565",24
"8566",24
"8567",23.5
"8568",23.5
"8569",23.5
"8570",23.5
"8571",23.5
"8572",23
"8573",23
"8574",23.5
"8575",23
"8576",23
"8577",23
"8578",23
"8579",23
"8580",23
"8581",23
"8582",22.5
"8583",23
"8584",22.5
"8585",22.5
"8586",22.5
"8587",22.5
"8588",22.5
"8589",22.5
"8590",22.5
"8591",22
"8592",22.5
"8593",22
"8594",22
"8595",22
"8596",22
"8597",22
"8598",22
"8599",22
"8600",22
"8601",22
"8602",22
"8603",22
"8604",21.5
"8605",21.5
"8606",21.5
"8607",21.5
"8608",21.5
"8609",21.5
"8610",21.5
"8611",21.5
"8612",21.5
"8613",21.5
"8614",21.5
"8615",21
"8616",21.5
"8617",21
"8618",21
"8619",21
"8620",21
"8621",21
"8622",21.5
"8623",21
"8624",21
"8625",21
"8626",21
"8627",21.5
"8628",21.5
"8629",21.5
"8630",21.5
"8631",21.5
"8632",21.5
"8633",22
"8634",22
"8635",22
"8636",22.5
"8637",22.5
"8638",22.5
"8639",22.5
"8640",22.5
"8641",22.5
"8642",22.5
"8643",22.5
"8644",22.5
"8645",22.5
"8646",22.5
"8647",22.5
"8648",22.5
"8649",22.5
"8650",22.5
"8651",22.5
"8652",22.5
"8653",22.5
"8654",22.5
"8655",22.5
"8656",22.5
"8657",22
"8658",22
"8659",22
"8660",22
"8661",22
"8662",22
"8663",22
"8664",22
"8665",22
"8666",21.5
"8667",22
"8668",21.5
"8669",21.5
"8670",21.5
"8671",21.5
"8672",21.5
"8673",21.5
"8674",21.5
"8675",21.5
"8676",21
"8677",21
"8678",21
"8679",21
"8680",21
"8681",21
"8682",21
"8683",21
"8684",21
"8685",21
"8686",21
"8687",21
"8688",21
"8689",21
"8690",21
"8691",21
"8692",21
"8693",20.5
"8694",21
"8695",21
"8696",21
"8697",20.5
"8698",21
"8699",20.5
"8700",20.5
"8701",20.5
"8702",20.5
"8703",20.5
"8704",20.5
"8705",20.5
"8706",20.5
"8707",20.5
"8708",20.5
"8709",20.5
"8710",20.5
"8711",20.5
"8712",21
"8713",22
"8714",21.5
"8715",21
"8716",21
"8717",21
"8718",21
"8719",21
"8720",21
"8721",21
"8722",21
"8723",21
"8724",21
"8725",21
"8726",21
"8727",21
"8728",21
"8729",21
"8730",21
"8731",21
"8732",21
"8733",21
"8734",21
"8735",21
"8736",21
"8737",21
"8738",21
"8739",21
"8740",21
"8741",21
"8742",21
"8743",21
"8744",21
"8745",21
"8746",21
"8747",21
"8748",21
"8749",21
"8750",21
"8751",21
"8752",21
"8753",21
"8754",21
"8755",21
"8756",21
"8757",21
"8758",21
"8759",21
"8760",21
"8761",21
"8762",21
"8763",21
"8764",21
"8765",21
"8766",21
"8767",21
"8768",21
"8769",21
"8770",21
"8771",21
"8772",21
"8773",21
"8774",21
"8775",21
"8776",21
"8777",21
"8778",21
"8779",21
"8780",21
"8781",21
"8782",21
"8783",21
"8784",21
"8785",21
"8786",21
"8787",21
"8788",21
"8789",21
"8790",21
"8791",21
"8792",21
"8793",21
"8794",21
"8795",21
"8796",21
"8797",21
"8798",21
"8799",21
"8800",21
"8801",21
"8802",21
"8803",21
"8804",21
"8805",21
"8806",21
"8807",21
"8808",21
"8809",21
"8810",21
"8811",21
"8812",21
"8813",21
"8814",21
"8815",21
"8816",21
"8817",21
"8818",21
"8819",21
"8820",21
"8821",21
"8822",21
"8823",21
"8824",21
"8825",21
"8826",21
"8827",21
"8828",21
"8829",21
"8830",21
"8831",21
"8832",21
"8833",21
"8834",21
"8835",21
"8836",21
"8837",21
"8838",21
"8839",21
"8840",21
"8841",21
"8842",21
"8843",21
"8844",21
"8845",21
"8846",21
"8847",21
"8848",21
"8849",21
"8850",21
"8851",21
"8852",21
"8853",21
"8854",21
"8855",21
"8856",21
"8857",21
"8858",21
"8859",21
"8860",21
"8861",21
"8862",21
"8863",21
"8864",21
"8865",21
"8866",21
"8867",21
"8868",21
"8869",21
"8870",21
"8871",21
"8872",21
"8873",21
"8874",21
"8875",21
"8876",21
"8877",21
"8878",21
"8879",21
"8880",21
"8881",21
"8882",21
"8883",21
"8884",21
"8885",21
"8886",21
"8887",21
"8888",21
"8889",21
"8890",21
"8891",21
"8892",21
"8893",21
"8894",21
"8895",21
"8896",21
"8897",21
"8898",21
"8899",21
"8900",21
"8901",21
"8902",21
"8903",21
"8904",21
"8905",21
"8906",21
"8907",21
"8908",21
"8909",21
"8910",21
"8911",21
"8912",21
"8913",21
"8914",21
"8915",21
"8916",21
"8917",21.5
"8918",21.5
"8919",21.5
"8920",22
"8921",22.5
"8922",22.5
"8923",23
"8924",23
"8925",23
"8926",23
"8927",23
"8928",23
"8929",23
"8930",23
"8931",23.5
"8932",23.5
"8933",24
"8934",24.5
"8935",24.5
"8936",23.5
"8937",23.5
"8938",23
"8939",23.5
"8940",24
"8941",24.5
"8942",24.5
"8943",24.5
"8944",24.5
"8945",24
"8946",24
"8947",24
"8948",24
"8949",24
"8950",24
"8951",23.5
"8952",23.5
"8953",23.5
"8954",23.5
"8955",23.5
"8956",23
"8957",23
"8958",23
"8959",23
"8960",23
"8961",23
"8962",22.5
"8963",22.5
"8964",22.5
"8965",22.5
"8966",22.5
"8967",22.5
"8968",22.5
"8969",22
"8970",22
"8971",22
"8972",22
"8973",22
"8974",22
"8975",22
"8976",22
"8977",21.5
"8978",21.5
"8979",21.5
"8980",21.5
"8981",21.5
"8982",21.5
"8983",21.5
"8984",21.5
"8985",21
"8986",21
"8987",21
"8988",21
"8989",21
"8990",21
"8991",21
"8992",21
"8993",21
"8994",21
"8995",21
"8996",20.5
"8997",20.5
"8998",20.5
"8999",20.5
"9000",21
"9001",21
"9002",21.5
"9003",21.5
"9004",21.5
"9005",21.5
"9006",21
"9007",21
"9008",21
"9009",21.5
"9010",21.5
"9011",21
"9012",21.5
"9013",21.5
"9014",21.5
"9015",22
"9016",22
"9017",22
"9018",22
"9019",22
"9020",22
"9021",22.5
"9022",22
"9023",22.5
"9024",22.5
"9025",22.5
"9026",22.5
"9027",22.5
"9028",22.5
"9029",22.4
"9030",22.4
"9031",22.4
"9032",22.4
"9033",22.4
"9034",22.4
"9035",22.4
"9036",22.4
"9037",22.3
"9038",22.3
"9039",22.3
"9040",22.3
"9041",22.3
"9042",22.3
"9043",22.3
"9044",22.3
"9045",22.2
"9046",22.2
"9047",22.2
"9048",22.2
"9049",22.2
"9050",22.2
"9051",22.2
"9052",22.2
"9053",22.1
"9054",22.1
"9055",22.1
"9056",22.1
"9057",22.1
"9058",22.1
"9059",22.1
"9060",22
"9061",22
"9062",22
"9063",22
"9064",22
"9065",22
"9066",22
"9067",22
"9068",21.9
"9069",21.9
"9070",21.9
"9071",21.9
"9072",21.9
"9073",21.9
"9074",21.9
"9075",21.9
"9076",21.8
"9077",21.8
"9078",21.8
"9079",21.8
"9080",21.8
"9081",21.8
"9082",21.8
"9083",21.8
"9084",21.7
"9085",21.7
"9086",21.7
"9087",21.7
"9088",21.7
"9089",21.7
"9090",21.7
"9091",21.6
"9092",21.6
"9093",21.6
"9094",21.6
"9095",21.6
"9096",21.6
"9097",21.6
"9098",21.6
"9099",21.5
"9100",21.5
"9101",21.5
"9102",21.5
"9103",21.5
"9104",21.5
"9105",21.5
"9106",21.5
"9107",21.4
"9108",21.4
"9109",21.4
"9110",21.4
"9111",21.4
"9112",21.4
"9113",21.4
"9114",21.4
"9115",21.3
"9116",21.3
"9117",21.3
"9118",21.3
"9119",21.3
"9120",21.3
"9121",21.3
"9122",21.2
"9123",21.2
"9124",21.2
"9125",21.2
"9126",21.2
"9127",21.2
"9128",21.2
"9129",21.2
"9130",21.1
"9131",21.1
"9132",21.1
"9133",21.1
"9134",21.1
"9135",21.1
"9136",21.1
"9137",21.1
"9138",21
"9139",21
"9140",21
"9141",21
"9142",21
"9143",21
"9144",21
"9145",21
"9146",20.9
"9147",20.9
"9148",20.9
"9149",20.9
"9150",20.9
"9151",20.9
"9152",20.9
"9153",20.8
"9154",20.8
"9155",20.8
