"","x"
"15811",21.5
"15812",21.5
"15813",21.5
"15814",21.5
"15815",21.5
"15816",21.5
"15817",22
"15818",22
"15819",22
"15820",22.5
"15821",22.5
"15822",22.5
"15823",23
"15824",22.5
"15825",22.5
"15826",22.5
"15827",22.5
"15828",22.5
"15829",22.5
"15830",22.5
"15831",22.5
"15832",22.5
"15833",23
"15834",23
"15835",23
"15836",23
"15837",23
"15838",23
"15839",23
"15840",23.5
"15841",23
"15842",23.5
"15843",23.5
"15844",23.5
"15845",23.5
"15846",23.5
"15847",24
"15848",24
"15849",24
"15850",24
"15851",24
"15852",24.5
"15853",24
"15854",24
"15855",24
"15856",24
"15857",24
"15858",24
"15859",24
"15860",24
"15861",24
"15862",24
"15863",23.5
"15864",23.5
"15865",23.5
"15866",23.5
"15867",23.5
"15868",23.5
"15869",23.5
"15870",23
"15871",23
"15872",23
"15873",23
"15874",23
"15875",23
"15876",23
"15877",23
"15878",22.5
"15879",22.5
"15880",22.5
"15881",22.5
"15882",22.5
"15883",22.5
"15884",22.5
"15885",22.5
"15886",22.5
"15887",22
"15888",22.5
"15889",22.5
"15890",22
"15891",22
"15892",22
"15893",22
"15894",22
"15895",22
"15896",22
"15897",22
"15898",22
"15899",22
"15900",21.5
"15901",22
"15902",22
"15903",22
"15904",21.5
"15905",21.5
"15906",21.5
"15907",21.5
"15908",21.5
"15909",21.5
"15910",21.5
"15911",21.5
"15912",21.5
"15913",21.5
"15914",21.5
"15915",21.5
"15916",22
"15917",21.5
"15918",22
"15919",21.5
"15920",22
"15921",22
"15922",22
"15923",22
"15924",22
"15925",22
"15926",22
"15927",22
"15928",22
"15929",22
"15930",22
"15931",22.5
"15932",22.5
"15933",22.5
"15934",22.5
"15935",22.5
"15936",22.5
"15937",23
"15938",23
"15939",23
"15940",23.5
"15941",23.5
"15942",23.5
"15943",23.5
"15944",23.5
"15945",23.5
"15946",24
"15947",24
"15948",24
"15949",24
"15950",24
"15951",24
"15952",24
"15953",24
"15954",24
"15955",24
"15956",24
"15957",23.5
"15958",23.5
"15959",24
"15960",23.5
"15961",23.5
"15962",23.5
"15963",23.5
"15964",23.5
"15965",23.5
"15966",23.5
"15967",23.5
"15968",23
"15969",23.5
"15970",23.5
"15971",23
"15972",23
"15973",23
"15974",23
"15975",23
"15976",23
"15977",23
"15978",23
"15979",23
"15980",23
"15981",23
"15982",23
"15983",23
"15984",23
"15985",23
"15986",22.5
"15987",22.5
"15988",22.5
"15989",22.5
"15990",22.5
"15991",22.5
"15992",22.5
"15993",22.5
"15994",22.5
"15995",22.5
"15996",22.5
"15997",22.5
"15998",22.5
"15999",22.5
"16000",22.5
"16001",22.5
"16002",22.5
"16003",22.5
"16004",22
"16005",22
"16006",22
"16007",22
"16008",22
"16009",22
"16010",22
"16011",22
"16012",22
"16013",22
"16014",22
"16015",22
"16016",22
"16017",22.5
"16018",22
"16019",22.5
"16020",22.5
"16021",22.5
"16022",22.5
"16023",22.5
"16024",23
"16025",23
"16026",23
"16027",23
"16028",23
"16029",23.5
"16030",23.5
"16031",23.5
"16032",23.5
"16033",24
"16034",24
"16035",24
"16036",24
"16037",24.5
"16038",24.5
"16039",24.5
"16040",24.5
"16041",25
"16042",25
"16043",25
"16044",25
"16045",25
"16046",25
"16047",25
"16048",25
"16049",25
"16050",25
"16051",25
"16052",24.5
"16053",24.5
"16054",24.5
"16055",24.5
"16056",24.5
"16057",24.5
"16058",24.5
"16059",24.5
"16060",24.5
"16061",24.5
"16062",24.5
"16063",24
"16064",24
"16065",24
"16066",24
"16067",24
"16068",24
"16069",24
"16070",24
"16071",23.5
"16072",23.5
"16073",23.5
"16074",23.5
"16075",23.5
"16076",23.5
"16077",23.5
"16078",23.5
"16079",23
"16080",23
"16081",23
"16082",23
"16083",23
"16084",23
"16085",23
"16086",23
"16087",23
"16088",23
"16089",23
"16090",22.5
"16091",23
"16092",22.5
"16093",22.5
"16094",22.5
"16095",22.5
"16096",22.5
"16097",22.5
"16098",22.5
"16099",22.5
"16100",22.5
"16101",22.5
"16102",22.5
"16103",22.5
"16104",22.5
"16105",22.5
"16106",22.5
"16107",22.5
"16108",22.5
"16109",22.5
"16110",22.5
"16111",22.5
"16112",22.5
"16113",22.5
"16114",22.5
"16115",22.5
"16116",23
"16117",23
"16118",23
"16119",23.5
"16120",23.5
"16121",23.5
"16122",24
"16123",24
"16124",24
"16125",23.5
"16126",24
"16127",24
"16128",24
"16129",24
"16130",24
"16131",24.5
"16132",24.5
"16133",24.5
"16134",22.5
"16135",22
"16136",22
"16137",21.5
"16138",22
"16139",22
"16140",22
"16141",22
"16142",22
"16143",22.5
"16144",22
"16145",22.5
"16146",22
"16147",22.5
"16148",22
"16149",22
"16150",22.5
"16151",22.5
"16152",22.5
"16153",22.5
"16154",23
"16155",23
"16156",23
"16157",23
"16158",23
"16159",23
"16160",23
"16161",23
"16162",23
"16163",23
"16164",23
"16165",23
"16166",23
"16167",23
"16168",23
"16169",23
"16170",22.5
"16171",23
"16172",23
"16173",23
"16174",22.5
"16175",22.5
"16176",22.5
"16177",22.5
"16178",22.5
"16179",22.5
"16180",22.5
"16181",22.5
"16182",22.5
"16183",22.5
"16184",22.5
"16185",22.5
"16186",22.5
"16187",22.5
"16188",22.5
"16189",22
"16190",22
"16191",22
"16192",22
"16193",22
"16194",22
"16195",22
"16196",22
"16197",22
"16198",22
"16199",22
"16200",21.5
"16201",21.5
"16202",21
"16203",21.5
"16204",21.5
"16205",21.5
"16206",21.5
"16207",21.5
"16208",21.5
"16209",22
"16210",22
"16211",22
"16212",22
"16213",22.5
"16214",22.5
"16215",22.5
"16216",22.5
"16217",22.5
"16218",22.5
"16219",22.5
"16220",23
"16221",23
"16222",23
"16223",23.5
"16224",23
"16225",23
"16226",23.5
"16227",23
"16228",23.5
"16229",23.5
"16230",23.5
"16231",23.5
"16232",23.5
"16233",23.5
"16234",23.5
"16235",23.5
"16236",23.5
"16237",23.5
"16238",23.5
"16239",23.5
"16240",23.5
"16241",23.5
"16242",23.5
"16243",23
"16244",23.5
"16245",23.5
"16246",23.5
"16247",23.5
"16248",23.5
"16249",23.5
"16250",23.5
"16251",23.5
"16252",23.5
"16253",23.5
"16254",23.5
"16255",23.5
"16256",23.5
"16257",23.5
"16258",23.5
"16259",23.5
"16260",23.5
"16261",23.5
"16262",23.5
"16263",23.5
"16264",23.5
"16265",23.5
"16266",23.5
"16267",23.5
"16268",23.5
"16269",23.5
"16270",23.5
"16271",23.5
"16272",23.5
"16273",23.5
"16274",23
"16275",23
"16276",23
"16277",23
"16278",23
"16279",23.5
"16280",23
"16281",23
"16282",23
"16283",23
"16284",23
"16285",23
"16286",23
"16287",23
"16288",23
"16289",23
"16290",23
"16291",23
"16292",22.5
"16293",22.5
"16294",22.5
"16295",22.5
"16296",22.5
"16297",23
"16298",23
"16299",23
"16300",23
"16301",23
"16302",23
"16303",23
"16304",23.5
"16305",23.5
"16306",23.5
"16307",23.5
"16308",22
"16309",21.5
"16310",21.5
"16311",22.5
"16312",23.5
"16313",24
"16314",24
"16315",24.5
"16316",25
"16317",25
"16318",24.5
"16319",24.5
"16320",24.5
"16321",24.5
"16322",24.5
"16323",24.5
"16324",24.5
"16325",24.5
"16326",24.5
"16327",24.5
"16328",24.5
"16329",24.5
"16330",24.5
"16331",24.5
"16332",25
"16333",25
"16334",25
"16335",25
"16336",24.5
"16337",24.5
"16338",24.5
"16339",24
"16340",24
"16341",24
"16342",24
"16343",24.5
"16344",24
"16345",24.5
"16346",24.5
"16347",24.5
"16348",24.5
"16349",24.5
"16350",24.5
"16351",24.5
"16352",24.5
"16353",24.5
"16354",24.5
"16355",24.5
"16356",25
"16357",24.5
"16358",24.5
"16359",24.5
"16360",24.5
"16361",24.5
"16362",24.5
"16363",24.5
"16364",24.5
"16365",24.5
"16366",24.5
"16367",24.5
"16368",24.5
"16369",24.5
"16370",24.5
"16371",24.5
"16372",24.5
"16373",24.5
"16374",24.5
"16375",24.5
"16376",24.5
"16377",24.5
"16378",24.5
"16379",24.5
"16380",24.5
"16381",24.5
"16382",24.5
"16383",24.5
"16384",24.5
"16385",24.5
"16386",24.5
"16387",24.5
"16388",24.5
"16389",24.5
"16390",24.5
"16391",24.5
"16392",24.5
"16393",24.5
"16394",24.5
"16395",24.5
"16396",24.5
"16397",24.5
"16398",24.5
"16399",24
"16400",24
"16401",22.5
"16402",23.5
"16403",23.5
"16404",23.5
"16405",23.5
"16406",23.5
"16407",23
"16408",23
"16409",23
"16410",23.5
"16411",23.5
"16412",23.5
"16413",23
"16414",23
"16415",23
"16416",23
"16417",23
"16418",23
"16419",23.5
"16420",22
"16421",22.5
"16422",22
"16423",22
"16424",22
"16425",21.5
"16426",22.5
"16427",21.5
"16428",22
"16429",22.5
"16430",22
"16431",22
"16432",22
"16433",21.5
"16434",22
"16435",22
"16436",21.5
"16437",22
"16438",22
"16439",22.5
"16440",22.5
"16441",23
"16442",23
"16443",23
"16444",23
"16445",23
"16446",23
"16447",23
"16448",23.5
"16449",23
"16450",23
"16451",23
"16452",23.5
"16453",23.5
"16454",23.5
"16455",23
"16456",23.5
"16457",23.5
"16458",23
"16459",23
"16460",23.5
"16461",23
"16462",23
"16463",23
"16464",23
"16465",23
"16466",23
"16467",23
"16468",23
"16469",23
"16470",23
"16471",23
"16472",23
"16473",22.5
"16474",22.5
"16475",22.5
"16476",22.5
"16477",22.5
"16478",22.5
"16479",22.5
"16480",22.5
"16481",22
"16482",22
"16483",22
"16484",22
"16485",22
"16486",22
"16487",22
"16488",22
"16489",21.5
"16490",21.5
"16491",21.5
"16492",21.5
"16493",21.5
"16494",21.5
"16495",22
"16496",22
"16497",22
"16498",22
"16499",22
"16500",22
"16501",22.5
"16502",22.5
"16503",22.5
"16504",22.5
"16505",22.5
"16506",22.5
"16507",23
"16508",22.5
"16509",23
"16510",23
"16511",23
"16512",23
"16513",23
"16514",23
"16515",23
"16516",23
"16517",23.5
"16518",23.5
"16519",23.5
"16520",23.5
"16521",23.5
"16522",23.5
"16523",23.5
"16524",23.5
"16525",23.5
"16526",23.5
"16527",23.5
"16528",23.5
"16529",23.5
"16530",23.5
"16531",23
"16532",23
"16533",23.5
"16534",23.5
"16535",23
"16536",23.5
"16537",23.5
"16538",23.5
"16539",23.5
"16540",23.5
"16541",23.5
"16542",23.5
"16543",23.5
"16544",23.5
"16545",23.5
"16546",23.5
"16547",23.5
"16548",23.5
"16549",23.5
"16550",23.5
"16551",23.5
"16552",23.5
"16553",23.5
"16554",23
"16555",23.5
"16556",23
"16557",23
"16558",23
"16559",23
"16560",23
"16561",23
"16562",23
"16563",23
"16564",23
"16565",23
"16566",23
"16567",23
"16568",23
"16569",23
"16570",23
"16571",23
"16572",22.5
"16573",22.5
"16574",23
"16575",22.5
"16576",22.5
"16577",22.5
"16578",22.5
"16579",22.5
"16580",22.5
"16581",22
"16582",22
"16583",22
"16584",22
"16585",22
"16586",22
"16587",22
"16588",22
"16589",22
"16590",22
"16591",22
"16592",22.5
"16593",22.5
"16594",22.5
"16595",23
"16596",23
"16597",23
"16598",23
"16599",23.5
"16600",23.5
"16601",23.5
"16602",23.5
"16603",24
"16604",24
"16605",24
"16606",24
"16607",24.5
"16608",24.5
"16609",24.5
"16610",24.5
"16611",25
"16612",25.5
"16613",25.5
"16614",25.5
"16615",25.5
"16616",25.5
"16617",26
"16618",25.5
"16619",26
"16620",26
"16621",26
"16622",26
"16623",26
"16624",26
"16625",26
"16626",26
"16627",26
"16628",26
"16629",26
"16630",25.5
"16631",25.5
"16632",25.5
"16633",25.5
"16634",25.5
"16635",25.5
"16636",25.5
"16637",25.5
"16638",25
"16639",25
"16640",25
"16641",25
"16642",25
"16643",24.5
"16644",24.5
"16645",24.5
"16646",24.5
"16647",24.5
"16648",24.5
"16649",24.4
"16650",24.3
"16651",24.3
"16652",24.2
"16653",24.1
"16654",24
"16655",23.9
"16656",23.8
"16657",23.8
"16658",23.7
"16659",23.6
"16660",23.5
"16661",23.5
"16662",23.5
"16663",23.5
"16664",23.5
"16665",23.5
"16666",23.5
"16667",23.5
"16668",23
"16669",23
"16670",23
"16671",23
"16672",23
"16673",23
"16674",23
"16675",23
"16676",23
"16677",23
"16678",23
"16679",22.5
"16680",22.5
"16681",23
"16682",22.5
"16683",22.5
"16684",23
"16685",23
"16686",22.5
"16687",23
"16688",23
"16689",23
"16690",23
"16691",23
"16692",23.5
"16693",23.5
"16694",23.5
"16695",23.5
"16696",24
"16697",24
"16698",24
"16699",24
"16700",24.5
"16701",24.5
"16702",24.5
"16703",25
"16704",25
"16705",25
"16706",25.5
"16707",25.5
"16708",25.5
"16709",26
"16710",26
"16711",26
"16712",26
"16713",26.5
"16714",26.5
"16715",26.5
"16716",26.5
"16717",26.5
"16718",26.5
"16719",26.5
"16720",26.5
"16721",26.5
"16722",26.5
"16723",26.5
"16724",26.5
"16725",26.5
"16726",26.5
"16727",26.5
"16728",26.5
"16729",26.5
"16730",26
"16731",26
"16732",26
"16733",26
"16734",26
"16735",26
"16736",26
"16737",26
"16738",26
"16739",26
"16740",25.5
"16741",25.5
"16742",25.5
"16743",25.5
"16744",25.5
"16745",25.5
"16746",25.5
"16747",25
"16748",25
"16749",25
"16750",25
"16751",25
"16752",25
"16753",24.5
"16754",25
"16755",24.5
"16756",24.5
"16757",24.5
"16758",24.5
"16759",24.5
"16760",24.5
"16761",24.5
"16762",24.5
"16763",24
"16764",24
"16765",24
"16766",24
"16767",24
"16768",24
"16769",24
"16770",24
"16771",24
"16772",23.5
"16773",24
"16774",24
"16775",23.5
"16776",24
"16777",23.5
"16778",23.5
"16779",23
"16780",23
"16781",23
"16782",22.5
"16783",22.5
"16784",23
"16785",23
"16786",23
"16787",23
"16788",23
"16789",23.5
"16790",23.5
"16791",24
"16792",23.5
"16793",24
"16794",24
"16795",24
"16796",24
"16797",24
"16798",24
"16799",24
"16800",24
"16801",24
"16802",24
"16803",24
"16804",24
"16805",24
"16806",24
"16807",24
"16808",24
"16809",24
"16810",24
"16811",24
"16812",24
"16813",24
"16814",24
"16815",24
"16816",24
"16817",24
"16818",24
"16819",24
"16820",24
"16821",24
"16822",24
"16823",24
"16824",24
"16825",24
"16826",24.5
"16827",24
"16828",24.5
"16829",24.5
"16830",24.5
"16831",24.5
"16832",24.5
"16833",24.5
"16834",24.5
"16835",24.5
"16836",24.5
"16837",24.5
"16838",24.5
"16839",24.5
"16840",24.5
"16841",24.5
"16842",24.5
"16843",24.5
"16844",24.5
"16845",24.5
"16846",24.5
"16847",24.5
"16848",24.5
"16849",24.5
"16850",24.5
"16851",24.5
"16852",24.5
"16853",24.5
"16854",24.5
"16855",24.5
"16856",24.5
"16857",24.5
"16858",24.5
"16859",24.5
"16860",24.5
"16861",24.5
"16862",24.5
"16863",24.5
"16864",24.5
"16865",24.5
"16866",24.5
"16867",24.5
"16868",24.5
"16869",24.5
"16870",24.5
"16871",24.5
"16872",24.5
"16873",25
"16874",25
"16875",25
"16876",25
"16877",25
"16878",25
"16879",25
"16880",25
"16881",25
"16882",25
"16883",25
"16884",25.5
"16885",25.5
"16886",25.5
"16887",24.5
"16888",24
"16889",24.5
"16890",23
"16891",22.5
"16892",22.5
"16893",23
"16894",24
"16895",24
"16896",24.5
"16897",24.5
"16898",24.5
"16899",24
"16900",24.5
"16901",24.5
"16902",24.5
"16903",24.5
"16904",24.5
"16905",24.5
"16906",24.5
"16907",25
"16908",25
"16909",25
"16910",25
"16911",25
"16912",24.5
"16913",24.5
"16914",24.5
"16915",24
"16916",24
"16917",24
"16918",24
"16919",24
"16920",24
"16921",24
"16922",24
"16923",24
"16924",24
"16925",24
"16926",24
"16927",24
"16928",23.5
"16929",24
"16930",24
"16931",24
"16932",24
"16933",23.5
"16934",23.5
"16935",23.5
"16936",23.5
"16937",23.5
"16938",23.5
"16939",23.5
"16940",23.5
"16941",23.5
"16942",23.5
"16943",23
"16944",23
"16945",23.5
"16946",23
"16947",23.5
"16948",23
"16949",23
"16950",23
"16951",23
"16952",23
"16953",23
"16954",23
"16955",23
"16956",23
"16957",23
"16958",23
"16959",23
"16960",23
"16961",23
"16962",23
"16963",23
"16964",23
"16965",22.5
"16966",22.5
"16967",23
"16968",22.5
"16969",22
"16970",22
"16971",21.5
"16972",21.5
"16973",21.5
"16974",21.5
"16975",21.5
"16976",22
"16977",22
"16978",22
"16979",22.5
"16980",22.5
"16981",22.5
"16982",22.5
"16983",21.5
"16984",22
"16985",22.5
"16986",21
"16987",22.5
"16988",22
"16989",21
"16990",22.5
"16991",21
"16992",22
"16993",22
"16994",21.5
"16995",22.5
"16996",21
"16997",22
"16998",21.5
"16999",22
"17000",21.5
"17001",22
"17002",21
"17003",22.5
"17004",21
"17005",22.5
"17006",21.5
"17007",22.5
"17008",21.5
"17009",22.5
"17010",21.5
"17011",22.5
"17012",22
"17013",22
"17014",22.5
"17015",22.5
"17016",22.5
"17017",22.5
"17018",22.5
"17019",22.5
"17020",22.5
"17021",22.5
"17022",22.5
"17023",22.5
"17024",23
"17025",22.5
"17026",23
"17027",23
"17028",23
"17029",23
"17030",23
"17031",23
"17032",23
"17033",23
"17034",22.5
"17035",23
"17036",23
"17037",22.5
"17038",22.5
"17039",22.5
"17040",22.5
"17041",22.5
"17042",22.5
"17043",22.5
"17044",22.5
"17045",22.5
"17046",22.5
"17047",22.5
"17048",22.5
"17049",22.5
"17050",22.5
"17051",22.5
"17052",22.5
"17053",22.5
"17054",22.5
"17055",22
"17056",22.5
"17057",22
"17058",22
"17059",22
"17060",22
"17061",22
"17062",22
"17063",22
"17064",22
"17065",22
"17066",22
"17067",22
"17068",22
"17069",21.5
"17070",21
"17071",21.5
"17072",21.5
"17073",21.5
"17074",21.5
"17075",21.5
"17076",21.5
"17077",21.5
"17078",22
"17079",21.5
"17080",22
"17081",22
"17082",22
"17083",22
"17084",22.5
"17085",22.5
"17086",22.5
"17087",23
"17088",22
"17089",22.5
"17090",22.5
"17091",21.5
"17092",22.5
"17093",22.5
"17094",21.5
"17095",22.5
"17096",22
"17097",22.5
"17098",21.5
"17099",22.5
"17100",21
"17101",22
"17102",22.5
"17103",21.5
"17104",23
"17105",22
"17106",22.5
"17107",23
"17108",22
"17109",22
"17110",22.5
"17111",22.5
"17112",22.5
"17113",22.5
"17114",23
"17115",23
"17116",23
"17117",23
"17118",23
"17119",23
"17120",23
"17121",23
"17122",23
"17123",23
"17124",23
"17125",23
"17126",22.5
"17127",22.5
"17128",22.5
"17129",23
"17130",23
"17131",22.5
"17132",22.5
"17133",22.5
"17134",22.5
"17135",22.5
"17136",22.5
"17137",22.5
"17138",22.5
"17139",22.5
"17140",22.5
"17141",22
"17142",22.5
"17143",22
"17144",22
"17145",22
"17146",22
"17147",22
"17148",22
"17149",22
"17150",22
"17151",22
"17152",22
"17153",22
"17154",22
"17155",21.5
"17156",21.5
"17157",21.5
"17158",21.5
"17159",21.5
"17160",22
"17161",21.5
"17162",21.5
"17163",21.5
"17164",21.5
"17165",21.5
"17166",21.5
"17167",22
"17168",22
"17169",22
"17170",22
"17171",22.5
"17172",22.5
"17173",22.5
"17174",22
"17175",22
"17176",22.5
"17177",21.5
"17178",22.5
"17179",21
"17180",22
"17181",21
"17182",21.5
"17183",22.5
"17184",21.5
"17185",21.5
"17186",21.5
"17187",21
"17188",21.5
"17189",21.5
"17190",21.5
"17191",22
"17192",22
"17193",21.5
"17194",22
"17195",21.5
"17196",21.5
"17197",21.5
"17198",21.5
"17199",22
"17200",21
"17201",22
"17202",21
"17203",22.5
"17204",21
"17205",21.5
"17206",22
"17207",22
"17208",22.5
"17209",22.5
"17210",22.5
"17211",23
"17212",23
"17213",23
"17214",23
"17215",23
"17216",23
"17217",23
"17218",23
"17219",23
"17220",23
"17221",23
"17222",23
"17223",23
"17224",23
"17225",23
"17226",23
"17227",23
"17228",23
"17229",23
"17230",23
"17231",23
"17232",23
"17233",23
"17234",23
"17235",23
"17236",22.5
"17237",22.5
"17238",22.5
"17239",22.5
"17240",22.5
"17241",22.5
"17242",22.5
"17243",22.5
"17244",22.5
"17245",22.5
"17246",22.5
"17247",22
"17248",22.5
"17249",22
"17250",22
"17251",22
"17252",22
"17253",22
"17254",22
"17255",22
"17256",22
"17257",22
"17258",22
"17259",22
"17260",22
"17261",22
"17262",22
"17263",22
"17264",22
"17265",22
"17266",22.5
"17267",22.5
"17268",22.5
"17269",23
"17270",23
"17271",23
"17272",23
"17273",23.5
"17274",23.5
"17275",24
"17276",24
"17277",24
"17278",24.5
"17279",24.5
"17280",25
"17281",25
"17282",25
"17283",25
"17284",25
"17285",25
"17286",25.5
"17287",25.5
"17288",25.5
"17289",25.5
"17290",25.5
"17291",25.5
"17292",25.5
"17293",25.5
"17294",25.5
"17295",25.5
"17296",25.5
"17297",25.5
"17298",25.5
"17299",25.5
"17300",25.5
"17301",25.5
"17302",25.5
"17303",25.5
"17304",25.5
"17305",25.5
"17306",25.5
"17307",25.5
"17308",25.5
"17309",25.5
"17310",25
"17311",25
"17312",25
"17313",25
"17314",24.5
"17315",24.5
"17316",24.5
"17317",24.5
"17318",24.5
"17319",24.5
"17320",24.5
"17321",24.5
"17322",24.5
"17323",24.5
"17324",24.5
"17325",24
"17326",24
"17327",24
"17328",24
"17329",24
"17330",24
"17331",24
"17332",24
"17333",24
"17334",24
"17335",24
"17336",23.5
"17337",23.5
"17338",23.5
"17339",23.5
"17340",23.5
"17341",23.5
"17342",23.5
"17343",23.5
"17344",23.5
"17345",23.5
"17346",23.5
"17347",23.5
"17348",23
"17349",23.5
"17350",23.5
"17351",23
"17352",23
"17353",23
"17354",23
"17355",23
"17356",23
"17357",23
"17358",23
"17359",23
"17360",23
"17361",23
"17362",23
"17363",23
"17364",23
"17365",23
"17366",23
"17367",23
"17368",23
"17369",23.5
"17370",23.5
"17371",23.5
"17372",23.5
"17373",24
"17374",24
"17375",24
"17376",24.5
"17377",24.5
"17378",24.5
"17379",24.5
"17380",24.5
"17381",24.5
"17382",25
"17383",25
"17384",25
"17385",25
"17386",25
"17387",25.5
"17388",25.5
"17389",25.5
"17390",25.5
"17391",25.5
"17392",25.5
"17393",25.5
"17394",25.5
"17395",25
"17396",25.5
"17397",25
"17398",25
"17399",25
"17400",24.5
"17401",24.5
"17402",24.5
"17403",24.5
"17404",24.5
"17405",24.5
"17406",24.5
"17407",24.5
"17408",24
"17409",24
"17410",24
"17411",24
"17412",24
"17413",23.5
"17414",23.5
"17415",23.5
"17416",23.5
"17417",23.5
"17418",23.5
"17419",23.5
"17420",23
"17421",23
"17422",23
"17423",23
"17424",23
"17425",23
"17426",23
"17427",23
"17428",22.5
"17429",22.5
"17430",23
"17431",22.5
"17432",22.5
"17433",22.5
"17434",22.5
"17435",22.5
"17436",22.5
"17437",22.5
"17438",22.5
"17439",22.5
"17440",22.5
"17441",22
"17442",22
"17443",22.5
"17444",22
"17445",22
"17446",22
"17447",22
"17448",22
"17449",22
"17450",21.5
"17451",21.5
"17452",21.5
"17453",21.5
"17454",21.5
"17455",21.5
"17456",21.5
"17457",21.5
"17458",22
"17459",22
"17460",22
"17461",22
"17462",22
"17463",22
"17464",22
"17465",22
"17466",22.5
"17467",22.5
"17468",22.5
"17469",23
"17470",23
"17471",23
"17472",23
"17473",23
"17474",23
"17475",23
"17476",23
"17477",23
"17478",23
"17479",23
"17480",23
"17481",23
"17482",23
"17483",23
"17484",22.5
"17485",22.5
"17486",22.5
"17487",22.5
"17488",22.5
"17489",22.5
"17490",22.5
"17491",22.5
"17492",22.5
"17493",22.5
"17494",22.5
"17495",23
"17496",22.5
"17497",22.5
"17498",22.5
"17499",23
"17500",22.5
"17501",22.5
"17502",22.5
"17503",22.5
"17504",22.5
"17505",22.5
"17506",22.5
"17507",22.5
"17508",22.5
"17509",22.5
"17510",22.5
"17511",22.5
"17512",22.5
"17513",22.5
"17514",22.5
"17515",22
"17516",22
"17517",22
"17518",22
"17519",22
"17520",22
"17521",22
"17522",22
"17523",22
"17524",22
"17525",22
"17526",22
"17527",22
"17528",22
"17529",21.5
"17530",21.5
"17531",22
"17532",21.5
"17533",21.5
"17534",21.5
"17535",21.5
"17536",21.5
"17537",21.5
"17538",21.5
"17539",21.5
"17540",21.5
"17541",21.5
"17542",21.5
"17543",21
"17544",21
"17545",21.5
"17546",21.5
"17547",21.5
"17548",21.5
"17549",21.5
"17550",21.5
"17551",21.5
"17552",21.5
"17553",21.5
"17554",21.5
"17555",22
"17556",21.5
"17557",22
"17558",22.5
"17559",23
"17560",22
"17561",22.5
"17562",21
"17563",22.5
"17564",21.5
"17565",22.5
"17566",22
"17567",21.5
"17568",22.5
"17569",21.5
"17570",21.5
"17571",21.5
"17572",21
"17573",21.5
"17574",21
"17575",22
"17576",21.5
"17577",21
"17578",22
"17579",21
"17580",21.5
"17581",21
"17582",21.5
"17583",21.5
"17584",21.5
"17585",21.5
"17586",21
"17587",22
"17588",21
"17589",21.5
"17590",22
"17591",22.5
"17592",22.5
"17593",22.5
"17594",23
"17595",23
"17596",23
"17597",23
"17598",23
"17599",23.5
"17600",23.5
"17601",23.5
"17602",23.5
"17603",23.5
"17604",23.5
"17605",23.5
"17606",23.5
"17607",23.5
"17608",23.5
"17609",23.5
"17610",23.5
"17611",23.5
"17612",23.5
"17613",23.5
"17614",23.5
"17615",23.5
"17616",23.5
"17617",23.5
"17618",23.5
"17619",23.5
"17620",23.5
"17621",23.5
"17622",23
"17623",23.5
"17624",23
"17625",23
"17626",23
"17627",23
"17628",23
"17629",23
"17630",23
"17631",23
"17632",23
"17633",23
"17634",23
"17635",23
"17636",23
"17637",23
"17638",23
"17639",23
"17640",22
"17641",22.5
"17642",22.5
"17643",23
"17644",23
"17645",23
"17646",22.5
"17647",21.5
"17648",22.5
"17649",22.5
"17650",21.5
"17651",22.5
"17652",21.5
"17653",22
"17654",22
"17655",21
"17656",22
"17657",21
"17658",21.5
"17659",21
"17660",21.5
"17661",21
"17662",21.5
"17663",21
"17664",21.5
"17665",20.5
"17666",21.5
"17667",21
"17668",21.5
"17669",21
"17670",21
"17671",21
"17672",20.5
"17673",21.5
"17674",21
"17675",21
"17676",21
"17677",20.5
"17678",21.5
"17679",21
"17680",21
"17681",21
"17682",21
"17683",21.5
"17684",21
"17685",21.5
"17686",22
"17687",22.5
"17688",22.5
"17689",23
"17690",23
"17691",23
"17692",23.5
"17693",23.5
"17694",23.5
"17695",23.5
"17696",24
"17697",24
"17698",24
"17699",24.5
"17700",24.5
"17701",24.5
"17702",24.5
"17703",24.5
"17704",24.5
"17705",24.5
"17706",24.5
"17707",24.5
"17708",24.5
"17709",24.5
"17710",24.5
"17711",24.5
"17712",24.5
"17713",24.5
"17714",24.5
"17715",24.5
"17716",24.5
"17717",24.5
"17718",24.5
"17719",24.5
"17720",24.5
"17721",24.5
"17722",24.5
"17723",24.5
"17724",24.5
"17725",24.5
"17726",24.5
"17727",24.5
"17728",24.5
"17729",24.5
"17730",24.5
"17731",24.5
"17732",24.5
"17733",24.5
"17734",24.5
"17735",24.5
"17736",24.5
"17737",24.5
"17738",24.5
"17739",24.5
"17740",24.5
"17741",24.5
"17742",24.5
"17743",24.5
"17744",24.5
"17745",24.5
"17746",24.5
"17747",24.5
"17748",24.5
"17749",24.5
"17750",24.5
"17751",24.5
"17752",24.5
"17753",24.5
"17754",24.5
"17755",24.5
"17756",24.5
"17757",24.4
"17758",24.4
"17759",24.4
"17760",24.4
"17761",24.4
"17762",24.4
"17763",24.4
"17764",24.4
"17765",24.4
"17766",24.4
"17767",24.4
"17768",24.4
"17769",24.4
"17770",24.4
"17771",24.4
"17772",24.4
"17773",24.4
"17774",24.4
"17775",24.4
"17776",24.4
"17777",24.4
"17778",24.4
"17779",24.4
"17780",24.4
